full_formula,task_id,formation_energy_per_atom
Zn2Rh4O8,mp-5146,-1.3205014935714285
Li60Cr8N36,mp-530262,-0.775168787266154
Ba56Al4Sb44,mp-530714,-1.0274481663461539
K8W24Br56,mp-531952,-0.730778462318182
Cs8S4,mp-540703,-1.1816946254920981
K4Mo6O20,mp-540788,-2.1879166869
K2V6Se4O24,mp-541520,-1.995161951954862
Co4P8O24,mp-541790,-2.4207556451984127
K4Nb8P4S40,mp-542972,-1.1900616516619908
Rb12Mn4O12,mp-553971,-1.6482991068920694
Dy4Mo4O16F4,mp-554213,-3.0683681590985716
Pr8Ti12Cl8O32,mp-554363,-3.5083609454346667
Mn12Si4O16F8,mp-554429,-2.7404763982760003
Mg2Tl2P2H24O20,mp-554894,-1.7428763681233148
K8Mg4P8W4O40,mp-555398,-2.701158164392858
K16Hf2Mo12O48,mp-555607,-2.3966363475384616
Sr9Zn4Cu2O14,mp-555609,-2.5099073011206907
Sr4Mn2Mo2O12,mp-555929,-2.702901714346001
Ti4Fe2P4O20,mp-556401,-2.975666133674603
Sn4Se8O24,mp-556672,-1.5317457846875007
As4S4Cl12F24,mp-556705,-1.902180803725682
Cs10Ca2Ni8F30,mp-556893,-2.7578183627553803
K6Ca6Al12F54,mp-557743,-3.881439364644359
K8Sr4P8O28,mp-557747,-2.943803253461311
Zr8P32O96,mp-557909,-2.873631760871849
K2Li2Si4O10,mp-558102,-2.9966111474166675
Sb2Se12I2F12,mp-559000,-1.3899883809787497
Zn4Si6Pb8S2O30,mp-559184,-2.3677221604125007
La20Sb16O48F12,mp-559298,-3.210903462127917
Zr4H24N20O70,mp-559369,-1.3401914628557636
Y8W4O24,mp-559510,-3.300013466944445
Cr4B2P6O24,mp-559723,-2.6681921365608474
Cs12P4O16,mp-559808,-2.4876404332204434
Na12Sb4P8O36,mp-560642,-2.4878373451023807
Ca20Te20O60,mp-560656,-2.4298708014499995
K4V5Cd1Cl1O15,mp-560688,-2.354155057365769
Ba4Os6Cl1O18,mp-561099,-2.1115640710606907
F4,mp-561367,0.0
Cs8W8F56,mp-561687,-2.9378690805041
Cs8Se4O16,mp-562442,-1.8241237822867913
Y6Cu2Si2Se14,mp-568638,-1.3150081162630205
Yb1Co2Ge2,mp-568902,-0.5482962559999998
K12In2Te8Cl2,mp-568916,-1.1642695799661114
Ba12Na2Cu6Te28,mp-569168,-0.9912545010208333
Tb1Au2,mp-570179,-0.8610031166666664
Cs4B24Cl24,mp-570530,-1.2270434862128392
Ba2Bi4Pd4,mp-571599,-0.6379386360000006
Cs4B4Se12,mp-573358,-0.5744473157309627
Li85Sn20,mp-573471,-0.3517429787619045
Sr8Fe3N8,mp-573523,-0.7775612510021052
Na8Te4Se12,mp-573581,-0.6230170066302083
Cs3Ga9,mp-574338,-0.1358096673850575
Ba4Ca2V4Cu2F28,mp-581167,-3.477034217333
Cs16Na8Al8P16O64,mp-581862,-2.8518578098178216
Tm4Pd4Pb2,mp-581968,-0.8466209310000004
Li2Sc2O4,mp-5840,-3.3617332881249995
K1Zn1F3,mp-5878,-2.8322724863140003
Ti1Ru1,mp-592,-0.773246488333335
Li1Al1Ge1,mp-5920,-0.29438066166666604
Ce4Ga24Cu2,mp-5981,-0.3317193816666664
Ce1Bi1Pd1,mp-604453,-0.8322367449999994
La21Fe8Sn7C12,mp-607917,-0.4579028743229176
Er8Mn12Si20,mp-622190,-0.6276363492500003
Ce28Si22Ni12,mp-624355,-0.6805732637096772
H1,mp-632250,0.0
Rb4Cr16Bi4O56,mp-642938,-1.7399674442672421
Li2Al4H12Cl2O12,mp-643655,-2.1488319857800002
Na3Mg1P2H1O8,mp-643658,-2.6341935297603807
Eu2Mg2H8,mp-643756,-0.4844984565799996
La6Si2Ag2Se14,mp-6485,-1.450299723276909
Cs4K4Cd6O10,mp-650532,-1.4151895785136492
Fe12Ge8O32,mp-651997,-1.9921785682692312
Na2Sn4P6O24,mp-6525,-2.551621715884922
Na1Lu1Pd6O8,mp-6533,-1.4589838834062503
Sr6Li2Ru2O12,mp-6721,-2.6014593611363637
K8Cd8S12O48,mp-6724,-2.1354276295098686
La1Pd3,mp-674,-0.8119999368750008
Li18In6Cl36,mp-676109,-1.8618616259559997
K8Ce4Ag12Te16,mp-680045,-0.7667098730999996
Na40Ti10P20O90,mp-680756,-2.8044389059813994
Eu12Sb16S36,mp-684111,-1.3380126933789063
K1Be2B1O3F2,mp-6870,-3.1938829881440736
K10Hf2In2Mo12O48,mp-695069,-2.347760301441441
H16S8,mp-696805,-0.4718951771008335
P4H4N8,mp-697139,-0.6014883413807137
Hf3Mo3P3,mp-7032,-0.9643123318253954
Ba2Yb1Ta1O6,mp-7127,-3.3040226022500008
Cd8H24N8O40,mp-722862,-1.2789048361990005
Li2Pd1,mp-728,-0.379840536666667
Cr2P8,mp-7302,-0.2850356427142856
Ba2Ag2As2,mp-7359,-0.7958416188888892
Sr10Si6,mp-746,-0.39528303624999994
Ti2Bi4O10,mp-752676,-2.3896814025520836
Ta2Cr2O8,mp-753467,-2.9585194441666673
K12Er4Si12H8O40,mp-758527,-2.8940294754599996
Ta4Tl4P14H2O48,mp-758895,-2.6652182966283338
Li4W4F24,mp-759647,-2.9197972249549995
Li2Cu6F20,mp-760825,-1.8206413147785712
Lu2As2O8,mp-7644,-2.879399565
Sr3Rh16O32,mp-765543,-1.4975796341176475
Mn2P4O14,mp-771660,-2.401569418649572
Li2S2O6F2,mp-7744,-2.355114385250417
Sn2P2H2O10,mp-775543,-2.2652710411891075
Cr12Fe8O48,mp-776667,-1.7226085261764699
Rb2Ag2F6,mp-7767,-2.1420913061162987
Li4V3Cr3Sn2O16,mp-777670,-2.393554719285714
Hf16N16O8,mp-780075,-2.5513773992019977
B4W4,mp-7832,-0.367950249583334
Rb2Sn2O3,mp-7863,-1.724595130991379
Cs2Ge1F6,mp-8217,-3.0747356005059774
Sc3Ga1C1,mp-8577,-0.6716652347499995
Be2Pt1Rh1,mp-862600,-0.7779388325000003
Yb4Si4Pt8,mp-864645,-1.0686407175000001
Mg1Ta1Ru2,mp-864903,-0.357881055
Hf1In1Rh2,mp-865066,-0.7715389183333334
Mn1Ga1Ir2,mp-865088,-0.33926208499999966
Na1La1Au2,mp-865098,-0.622418283
Tm1Hf1Ru2,mp-865215,-0.6314349124999996
Ti2Mn1Ni1,mp-865712,-0.33394274083333375
Ti2Re1Ni1,mp-865728,-0.4241078702083332
Ti1Sn1Ru2,mp-865888,-0.585375465416667
Ho1Ta1Ru2,mp-866116,-0.4027506112499992
V3Os1,mp-866121,-0.3619791187499999
Lu1Sb1Rh2,mp-866137,-0.7756224249999999
Ti1In1Pd2,mp-866168,-0.5731349925000009
Ce1Cd1Au2,mp-866185,-0.5811107887499998
Ca4B8H56N8,mp-866308,-0.523465570856491
Ca8Sn4S16,mp-866503,-1.7732524162500007
Sm2Ga6,mp-867143,-0.5625467918749996
Sr1Li2Pb1,mp-867174,-0.4006244525000002
Li1Ga1Pd2,mp-867198,-0.7019099550000001
Li1Zn2Pt1,mp-867251,-0.5583582425000002
Sc1Cd1Hg2,mp-867263,-0.26169192249999984
Tb1Te1,mp-867290,-1.312444975
K4Sr2In14,mp-867362,-0.23779060893333331
Cs1Gd1S2,mp-9084,-2.153389868582974
Ti2Tl2Cu2Te6,mp-9344,-0.46619771611111105
Y8C10,mp-9459,-0.32329130874999934
K4As2Au2S8,mp-9511,-0.9680184896562505
Li4Si4B24,mp-973391,-0.20267893218750022
Er1In1Rh2,mp-977400,-0.7925460370833335
Yb2Zn1Pb1,mp-977424,-0.5033906362499998
Zr2Os1Ru1,mp-977549,-0.5976318362500006
K6Sb2S8,mp-9781,-1.2205846594062502
Tm6Ge6Pd6,mp-980202,-0.9787755138888896
Sm6Hg2,mp-980429,-0.1585895243750004
Tl6Bi2Cl12,mp-980659,-1.3799702639560003
Nb8Co8Si14,mp-984586,-0.6806609470000002
Al2Cu1,mp-985806,-0.17629881999999952
Ag2Au2O4,mp-996983,-0.4850590810416664
Tm2Ge2,mp-998911,-0.8389487575000008
Sm2Mn12P7,mp-1005829,-0.6765912509523803
Eu1Mg2Bi2,mp-1006146,-0.5463788200000004
Bi4H36C6I18N18,mp-1016214,-0.5190793840934153
Rb4Eu4P16O48,mp-1019728,-2.807789107023125
Ba2Nb1Fe1O6,mp-1021504,-2.960199883250001
La2Ag4,mp-1025059,-0.30529321527777736
Re1F6,mp-1025374,-2.502050726377143
Ce3Pd5,mp-1025404,-0.7640141175000004
Co8P8Se8,mp-10368,-0.4562519960788691
Tl8Te4Mo8P8O56,mp-10448,-2.1167708515136057
Cs1H1,mp-1057286,-0.2097473574134483
Br2Cl2,mp-1066781,-0.3450562641299999
Ba3Al2Ge2,mp-10669,-0.4766415300000005
Tm2Si2,mp-1066975,-0.8147704124999997
Sr2Cu2Sb2,mp-10749,-0.7078722400000004
Gd2Zn2Ga2,mp-1077244,-0.553696353333334
Yb2Bi2Au2,mp-1077471,-0.7209373599999994
Sr1Ag4Sb2,mp-1077980,-0.30660028809523815
Ce2Ga6Pd2,mp-1078348,-0.6815927129999999
Yb3In3Pt3,mp-1078378,-0.9137597133333336
Pr4Pt4,mp-1078557,-1.1127949162500004
Tm2Ag2Te4,mp-1078600,-0.888645901666667
Pr2Ag2Sb4,mp-1079478,-0.6878796929166668
Yb3Sn3Ir3,mp-1079709,-0.6538401116666661
Ba2Gd1Mo1O6,mp-1079839,-3.0898275572500005
Dy4Ni4Sn2,mp-1079840,-0.5948226859999999
Pr2P2Os2O2,mp-1080083,-1.998357988973214
Cs2Fe2O4,mp-1080749,-1.7935239259267242
Ni2P4W2,mp-1086669,-0.4635077385714297
Ba2Na1I1O6,mp-1091394,-2.2264829947000004
Dy2Ga4Pd2,mp-1092296,-0.7991243624999997
Eu2In8Ir2,mp-1095333,-0.358680764722223
Ce4Mg4Sn4,mp-1095568,-0.4505182541666664
Tm4Al4Pd4,mp-1095667,-0.9003340449999998
Sr7Nb34O52,mp-1101427,-2.7487885708064517
Pr3Al6Ag3,mp-1101762,-0.4179846354166668
Lu2Ni8B2,mp-1101842,-0.5182339019444449
Ca4Sn4Pt4,mp-1102040,-0.9218000016666661
Ce2In8Pd1,mp-1102172,-0.42173953060606095
Sc4Ga4Pt4,mp-1102184,-1.053195274999999
Nd4Sb4Se4,mp-1103651,-1.3883689545312503
Sr2Cd8Pt4,mp-1104117,-0.4549344985714287
Tb1Nb6Sn6,mp-1104137,-0.30372492615384555
Yb10Pd4,mp-1104397,-0.6163463485714286
Na2Ge6P6,mp-1104707,-0.1668788437040811
Yb1Al8Cu4,mp-1104848,-0.27955407999999965
Sr1Mn7O12,mp-1105343,-2.1530879850859996
Pr4Ge4Pd8,mp-1105974,-0.8573166624999997
Lu10Ge6,mp-1105989,-0.7916616825
K3Cr1F6,mp-1111695,-3.095899733114
Nd3Mg3Ga3,mp-11155,-0.48843505916666646
Pr2B6O12,mp-11183,-3.17919618175
Yb3Sn1O1,mp-11651,-1.9313504067500002
Er1Ni1C2,mp-11723,-0.34350204062499934
Cs4Sr1Sn3Se9,mp-1181839,-0.9660490668924315
Ba4Gd8Te16,mp-1182773,-1.5598037532142857
Cd1Pd2Au1,mp-1183633,-0.29719568875000046
Dy1Er1Cu2,mp-1183862,-0.26146818874999944
Gd1Dy1Ir2,mp-1184518,-0.7527303425000014
Ho8Re4C8,mp-1184737,-0.44143162899999877
K2Hg6,mp-1185099,-0.2335882307499999
La1Eu1Ag2,mp-1185198,-0.2880687252083334
Nd1Sm1Tl2,mp-1186330,-0.38642840250000043
Pm1Dy1Tl2,mp-1186556,-0.36293083437499973
Tb2Ru1Rh1,mp-1187274,-0.5985862800000001
Tb1Ho1In2,mp-1187346,-0.4568421404166667
Ti1Cr1Tc2,mp-1187470,-0.2594255091666664
Zn2Cu1Rh1,mp-1187800,-0.2709102400000001
Yb2H6Ru1,mp-1187892,-0.7695728668577774
Li4In4S8,mp-1188392,-1.2683661397395838
Ti6Ge6Ru6,mp-1188712,-0.674055355555557
Tb4Ge6Ir7,mp-1188834,-0.8547221594117644
Ba4Ge2Se8,mp-11902,-1.354760656339286
Sm4Co6Ge10,mp-1190439,-0.5895271115
Sr6Li2Ta2O12,mp-1190486,-3.229065922045454
Ba6Gd2In2S12,mp-1190744,-2.147061860700758
Na4Ga4Cl16,mp-1190761,-1.7764301779233336
Eu6Sb2O14,mp-1190831,-2.885684208295456
Ba1Au2S4O16,mp-1190864,-1.8815002124456515
Sr4Gd4Cu4Se12,mp-1190889,-1.559688962630208
Nd2Ni12As7,mp-1191002,-0.5306326485714286
Rb4La2Nb4O14,mp-1191145,-3.015778708286639
Y4V4B16,mp-1191641,-0.7021751952777784
Mg12Ti4Ni8,mp-1191806,-0.25593644736111126
Tm6Al4Ni12,mp-1191848,-0.5979726595454551
Ce3Si6Pd20,mp-1192814,-0.7844961948275868
Cs4Mo6O20,mp-1193056,-2.2044989706609197
Nb8Co2Se16,mp-1193368,-0.7871580172115387
Hf3Ni20B6,mp-1193581,-0.45060546206896535
Ta9N3O18,mp-1193678,-3.050335793821332
Hf6Zn16Cu7,mp-1194036,-0.19300278241379257
Fe6B14I2O26,mp-1194881,-2.5125972454340277
K8Sc4P8Se28,mp-1195538,-0.8098663858701638
Tm10Co8Si28,mp-1196159,-0.6547915750000001
Cs4Nb4S8O36,mp-1196826,-2.401410063890916
Al2H28Se2N2O28,mp-1197821,-1.4797930912630248
Gd6Ge26Ir8,mp-1197897,-0.5125208904999994
Al8H56C16S8Cl32,mp-1198123,-0.8985832562461666
Ba8H4Ru12O40,mp-1198408,-1.9486412039762495
Ge2Pb4Se8O24,mp-1198509,-1.5007537797039472
Ba8Eu7Cl34,mp-1198571,-2.764993268588572
Cs8In8Te16,mp-1199743,-0.7253032164475579
Gd8Ag8S16,mp-1200242,-1.6632877015104173
Ho10Ge20Os8,mp-1201660,-0.5397665573684214
Er12Al86Cr8,mp-1201665,-0.2639415987735845
Cs10Co10F40,mp-1202342,-2.483070542994483
Tm10Si20Ir8,mp-1202399,-0.8711357642105257
Rb4V4Se8,mp-12024,-0.9222820806330816
Pr8Sb16Ir12,mp-1202719,-0.6964353174999994
K8H12Ir4N4Cl20,mp-1203386,-1.324851304628334
Na16Fe12P16O60,mp-1203835,-2.52801709943544
Na40H32Br8O32,mp-1204007,-1.6030632545164285
Cu64Se48O160,mp-1204253,-1.0930334383180158
Rb3Na1Ru2O8,mp-12046,-1.715189101823892
Pr20Ir12,mp-1205021,-0.5708504640624996
Ho3Cd3Au3,mp-1205778,-0.6550455688888887
Lu6Fe1Bi2,mp-1205874,-0.40910669111111037
Tb2Al2Ge2,mp-1206233,-0.6583149299999995
Ce1Tl1,mp-1206755,-0.2439765249999999
Gd1In1Ni4,mp-1206797,-0.37177643888888906
Dy6Mn1Bi2,mp-1207016,-0.4035483722222221
Nd4Cd2Au4,mp-1207149,-0.7178420950000003
Zr6Be15Co8,mp-1207415,-0.3151924541379317
Yb5Co19P12,mp-1207639,-0.8211879848809526
Tm4Mn8O20,mp-1207725,-2.6744778022712508
Tm4Cu20Sn4,mp-1208066,-0.2481080053571425
Tb12In2Co4,mp-1208520,-0.25368961259259254
Sm4Al4Ge8O28,mp-1208925,-2.8883042380681827
Sm6Al24Os8,mp-1208935,-0.5821199325000006
Rb2Lu2Be2F12,mp-1209222,-3.915227264720536
Pr46Mg8Rh14,mp-1210296,-0.3738447664705889
K4Tm8F28,mp-1211506,-4.255384656383
K8Zr2O8,mp-1211624,-2.3714539852222223
K4La4Se8O32,mp-1211641,-2.058022603557292
K8Tb4F20,mp-1211691,-3.78739651086875
K8Cr2O8,mp-1211715,-1.867690532444445
K6Au6Br16,mp-1211803,-0.8737703102857145
La12In8Ga12O48,mp-1211871,-2.893139954333333
K40Tl28,mp-1212012,-0.10116531573529407
Fe2Ni2Ag4F14,mp-1212687,-2.0485196569693938
Dy4Si4Rh4,mp-1212831,-1.0562417999999998
Er4Al18Pd6,mp-1212854,-0.6796535214285713
Er16Cd4Ir4,mp-1212909,-0.5384207962500002
Eu4Ni2Ru2O12,mp-1213246,-2.2762053702499996
Cs2Tm2Nb12Br36,mp-1213326,-1.1430453575464188
Li4Eu24B12O56,mp-1213345,-3.091409069270835
Dy16In4Ir4,mp-1213425,-0.5762224168055555
Cl2F10,mp-1213763,-1.0688801282016664
Ce8Ge14,mp-1213848,-0.6658220649999997
Ba2Nd2Cu2Te6,mp-1214402,-1.2503514570833332
Ba4Li1Bi3O12,mp-1214461,-2.2126599680000005
Ba12Tb4Al8O30,mp-1214513,-3.4271017385648146
Ba12Lu4Ga8O30,mp-1214574,-3.0340649693055552
Yb2Zn2Ge2,mp-1215571,-0.5508651033333329
Ta3Mn8Al1,mp-1218087,-0.24230404666666536
Ta12V6Co6C4,mp-1218094,-0.3921242262499983
Sr8Bi2P6O26,mp-1218632,-3.1381462878656468
Sr4Li2Mg2Si6,mp-1218749,-0.40723555214285667
Sr20P12Br3Cl1O48,mp-1218945,-3.305446281892551
Sm3Ga6Ni9,mp-1219054,-0.5416569154166674
Sc4Nb6Ge6,mp-1219488,-0.6319110056249997
Pr18Al10Se42,mp-1220064,-1.5360637015848218
Na10Sr2Ta2P8,mp-1220774,-0.604721175551948
Na3Pr3F12,mp-1220948,-3.964272574043333
Na3Nd3F12,mp-1220999,-3.9760546066822218
Na2V6Pb8O24,mp-1221016,-2.132024615475
Mn1Zn1Cr4S8,mp-1221557,-1.1009716105357146
Mg6Cd1In1,mp-1222082,-0.08071053979166654
Lu2Ga2Au2,mp-1222319,-0.7561855633333335
Li2Ge1Pd1,mp-1222657,-0.5544227962499995
Li1Ti5Te10,mp-1222772,-0.7335124677083336
La1Ga3Pd1,mp-1222842,-0.7118037174999998
La1Ga2Pt3,mp-1223084,-0.9340118012500002
La6Cr1Si2S14,mp-1223175,-2.1047148796467403
K8Sn8Au8Se24,mp-1223442,-0.5897978675052086
K2Ca1Mg5Si8H2O24,mp-1223917,-3.095251233529524
K4Nb6Se12,mp-1224047,-1.0270171220511357
Cs6Ti2F14,mp-12244,-3.4462302457833958
Gd10Si4B2O26,mp-1225149,-3.6848539778769855
Dy1Ga3Cu1,mp-1225592,-0.45287737799999944
Co1Si4Ni1,mp-1226006,-0.4418297966666671
Cr2Sn2Sb2O12,mp-1226180,-2.1387576375000004
Ce2Ni1Ru3,mp-1226785,-0.3356590766666668
Cs6Sm14Te24,mp-1226825,-1.4220568334600316
Ca4Zr4Ti8O28,mp-1227163,-3.6434957204166682
Bi2Pd3Pt1O8,mp-1227497,-1.1723984121428563
Ca6Ti2Fe4O16,mp-1227734,-2.920342140476191
Ba6Zn2Ir2Ru2O18,mp-1228233,-2.1934893875833334
Ba1B4Pt6,mp-1228679,-0.4307062106060613
Ba1V10S16,mp-1228772,-1.4532446979629636
Sr10Os4N12,mp-1247351,-0.6548948630215381
Sr4Zn4,mp-12724,-0.20478775999999987
Cu2Ge1Te3,mp-12806,-0.09496032083333301
Ho10Si6,mp-13236,-0.6941054156249997
Ba2Li2P2,mp-13277,-0.9096843657142859
Ce3Zn3Pd3,mp-13382,-0.6337634438888884
Na4Zn2Ge2,mp-13520,-0.13557067474999984
Ba4Ge4O12,mp-13863,-2.7147772117499995
Pd2F8,mp-13868,-1.512624606952
Sr6P8,mp-14288,-0.9604008712244898
Zr6Ni20P13,mp-14298,-0.8805234294322347
Tb12Al20O48,mp-14387,-3.7118563346249998
Pr16Ga8O36,mp-15577,-3.323933604583334
Na2Tl2,mp-1564,-0.10262120975000011
Sr4Mg4Si4,mp-15642,-0.39537898333333327
Sr1Al9Co2,mp-16491,-0.40576060583333334
Tl12P4S16,mp-16848,-0.7581423582366069
In8P8O28,mp-17100,-2.4004088042911267
Sc10Ge6,mp-17190,-0.8431411274999991
Rb4As4O4F16,mp-17337,-2.603684031622118
Cs8Ru4O16,mp-17546,-1.747433962487685
Lu2Ir4,mp-1761,-0.8279727433333335
Ho4Pt4F28,mp-17651,-2.939571678147778
Rb4Ba4P4O16,mp-17832,-3.0406877253553835
Ba4Er8Te16,mp-17928,-1.5271809803571428
Ta4V4O20,mp-18137,-2.912823986964287
K12Na8Sn4As12,mp-18447,-0.46820398338888897
Rb8Cd12S16,mp-18556,-1.1320725291044065
Na1Mn1O2,mp-18957,-2.0304690057400006
Ba1Sm2Ni1O5,mp-19199,-3.00962112875
Ho1Pt3,mp-195,-1.0410914162499996
Yb2Ni4,mp-1980,-0.44910094500000025
Yb10Sb6,mp-201,-0.9729947481250001
La3In3Pt3,mp-20451,-0.9838256947222221
Tb10Si6,mp-206,-0.6744540881250005
Si4Pd12,mp-20622,-0.6090870656250003
Gd4In2Pd4,mp-20654,-0.8485901736666662
Eu2As2Pt2,mp-20732,-1.090387538333334
Y4Fe4O12,mp-20783,-2.9442433847500005
Er8Se12,mp-209,-1.8796987776562504
Ho2Cu2Sb4,mp-21015,-0.5914147887500008
Ce4Ni4Sn4,mp-21119,-0.5889947966666659
In2Ni21P6,mp-21683,-0.40890372239737344
Na30Pb8,mp-21895,-0.12341581592105282
Ca4Ni2Os2O12,mp-22020,-2.22114765775
Hf4In2C2,mp-22156,-0.7114459342708326
Ce1B1Pt3,mp-22435,-0.8803197293333334
Ni6P4O16,mp-22697,-1.9915461172527473
La2Cl2O2,mp-23025,-3.6128457998366676
K2Se1Br6,mp-23036,-0.9001273627326388
Er6Mn1Bi2,mp-23039,-0.4022657588888884
Gd2Cl2O2,mp-23050,-3.4807413090033337
Mg12B28Cl4O52,mp-23087,-2.9367637872365275
La1I2,mp-23194,-1.425614109166667
Ge8I32,mp-23266,-0.2871157114999999
K2Bi4,mp-23279,-0.28988803600000007
Ce1Bi1,mp-23285,-0.7821081924999991
Ca8Cl12O2,mp-23326,-2.8900457648463633
Na2Ca4Si6H2O18,mp-23792,-3.1326476369918757
Co1H4Br2O2,mp-24410,-1.0912140124422223
Ba4V4P8H16O40,mp-24598,-2.4072563947925394
Y1Zn1,mp-2516,-0.35793549749999976
Li2Mn2P2O8F2,mp-25410,-2.644593840536607
Tb1As1,mp-2640,-1.5436432824999997
Mn6As2,mp-2668,-0.13694557374999938
Na8Sn6F20,mp-27310,-2.790567716758823
Sn4Cl4F4,mp-27373,-2.007098094816667
As2I6F12,mp-27445,-1.7434383327140004
K4Cu4Cl12,mp-27450,-1.4422638170560003
Cd4P4O14,mp-27686,-2.3697848855032477
Ga4Sb4Cl24,mp-27735,-1.4424730655700002
Tl4Sn4S6,mp-28011,-0.6900832274553578
Al2Cu2Cl8,mp-28020,-1.5614070471733335
Tc8P32,mp-28026,-0.4124692857142861
Ba16Sb16Se44,mp-28238,-1.0347369347121718
Tl16P8Se24,mp-28394,-0.3229100146540181
K8P6,mp-28424,-0.3752072147755103
Pr4Ru1I5,mp-28736,-1.1067494279999999
Ba1Ni2P4,mp-28927,-0.6543477226530621
Ga4Te2O12,mp-28931,-1.9492193408333338
Li8Ti4O12,mp-2931,-2.9989838046527786
Al2Se2Br14,mp-29408,-0.61808585484375
Na8B8S20,mp-29411,-1.0630803772384274
Ta2Te2Br18,mp-29716,-0.6988485090909087
Cd32P16Cl24,mp-29746,-0.8089326005906349
Pt10Se8,mp-29767,-0.30678982048611186
Tb1Co3B2,mp-3040,-0.4810321555555544
Sr1Cd1,mp-30496,-0.3365165874999998
Sr32Ga28,mp-30667,-0.400896547166667
Sm1Mg3,mp-30779,-0.10288183812500007
Tb24Co14,mp-30967,-0.16433588131578938
Nd2Ni5B4,mp-31029,-0.4688352665151518
Tl4Te2Br12,mp-31076,-0.630946217777778
Zn2Ag1Au1,mp-31171,-0.15038356666666708
Rb6B6O12,mp-31358,-2.628837594877874
Tb2Ag2Sn2,mp-31422,-0.6074804105555552
Tm1Co2Si2,mp-3262,-0.8292055059999995
Ti3Al1C1,mp-3271,-0.5907445257500001
Ce1Ni2Ge2,mp-3325,-0.6650529980000002
Hf2Fe4,mp-333,-0.34942538166666637
Na4Ga4O8,mp-3338,-2.2329090680000006
Er6Pb8F34,mp-34580,-3.6100740029262504
Co4Sn2O8,mp-36028,-1.6887236557142842
Nd1Tl1S2,mp-3664,-1.7862793214062505
Li2Ga1Pt1,mp-3726,-0.6640627624999995
Sm1Si2Cu2,mp-3997,-0.6007308785
Sc8S12,mp-401,-2.3154989089375007
Cs2Ti2Co2O2F10,mp-40502,-3.147091569730396
Ca2Pr2Mn4O12,mp-40630,-2.7599907874419998
La1Fe2Si2,mp-4088,-0.6149037535000005
Er1Si2Cu2,mp-4305,-0.5786294929999997
K1F1,mp-463,-2.950370872095
Sr4Tl8O16,mp-4655,-1.7410675003571423
Dy1Si2Ni2,mp-4692,-0.8577116379999999
Er2Ti2Ge2,mp-4743,-0.6961457838888876
Al8Si4O20,mp-4753,-3.39535851515625
Ce1Al5Ni2,mp-4817,-0.5711734912499997
Ba2Ce2N4,mp-4887,-1.2331939999399992
Li12B4N8,mp-5001,-0.9692040777377772
Mg1V2O6,mp-504510,-2.54792951138889
V4As8H16O36,mp-505074,-1.698538903639375
Cs8Sn4S56,mp-505141,-0.879084534811105
La2Fe2Si2,mp-505332,-0.5847906191666669
Ho8Mn12Si20,mp-505335,-0.6344563197499994
Al3Ni20B6,mp-505472,-0.4014390968965519
Zr2Ni8P4,mp-505598,-0.8077760720408165
Pr4Ni14P8,mp-505805,-0.8319666856593408
Ti5Re24,mp-518,-0.22160971390804535
Cs8Co4O12,mp-540730,-1.5150402597772998
Na2Sb2S4,mp-5414,-1.0079063281562508
Ba8Sn4S16,mp-541832,-1.797880098750001
Li12Fe8As12O48,mp-542008,-1.9886735378750005
Rb8Ti6S28,mp-542067,-1.4411908980121098
K2Sm2P6H2O20,mp-542266,-2.880917630503035
Ba12Na4Mn4Ru4O34,mp-542399,-2.3509017772300003
Gd4Te8O22,mp-542515,-2.297764784191177
Ba2Nd1Bi1O6,mp-546321,-2.782409221500001
Nb1Tl1Br4O1,mp-551826,-1.3397944383928564
Na6Nb8P5O35,mp-553959,-2.8913687258141527
K12Na8In4O16,mp-553975,-1.6460288106333336
Ca8B4Cl4O12,mp-554263,-3.2261074923109527
Tl1Bi1S2,mp-554310,-0.745989920781251
Tc4Sb4O8F32,mp-555059,-2.4256390203766665
Cs2Li10B4O12,mp-555082,-2.513566419788588
Ba6Bi4P8O32,mp-555231,-2.910870580542857
Sn4P4O12F4,mp-555838,-2.52326986576381
K4Cr6Cl4F12,mp-555898,-2.6651749026661538
Ba10Re6Cl2O30,mp-556647,-2.810477363417083
Rb10Nb10B20O60,mp-556808,-2.9083864897178158
Tl8Ni16P16O60,mp-556824,-2.0617769083928574
Mn4P16O44,mp-557042,-2.57930165583009
K4V2O7,mp-557105,-2.3930506925576926
Mg8V16Pb8O56,mp-557238,-2.4335623075
Zr1V1F6,mp-557686,-3.6943713821425
K12Nb12B8O48,mp-557711,-2.8996407972416662
Sr2Li2B6S12,mp-558219,-1.2695513385795458
Zn2Fe4Se8O24,mp-558345,-1.5036514586513154
Ba10P6Cl2O24,mp-558349,-3.3202705078423134
Pr4Ir4O14,mp-558448,-2.418537891477274
Ni4H48S4O40,mp-559054,-1.4854297452084377
K4Na4Mn4O8,mp-559242,-1.6801602771920003
Nd2Ta2Cl2O7,mp-559243,-3.4537593648284624
Cs2K1Fe1F6,mp-559454,-3.016876477755379
La20Ti8Cu4S20O28,mp-559474,-3.1349464237447933
Na12B4P8O32,mp-559783,-2.6977819287108846
Na12Cu8O16,mp-559817,-1.3871533276111114
Ge4Pb8S16,mp-560370,-0.8528724248214294
K1Ni1F3,mp-560976,-2.533371837314
Nb2P8S20Cl10,mp-561160,-0.9634877997748219
Y2Ag6P4S16,mp-561467,-0.928295109770409
Cs24Al8O24,mp-562441,-2.17641599408867
